contig_id	gc_fraction	gc_percent	coverage	coverage_log10	length_bp	kraken_status	taxon_label	kraken_length	taxid	broad_taxon
NODE_173_length_13774_cov_87.301891	0.665	66.5	190.3412	2.2818084933213	13774	C	Reyranella sp. (taxid 1929291)	13774	1929291	Reyranella
NODE_174_length_13633_cov_84.058424	0.6806	68.06	185.2603	2.27012029811552	13633	C	Reyranella sp. (taxid 1929291)	13633	1929291	Reyranella
NODE_175_length_13613_cov_73.277704	0.678	67.8	162.4031	2.21326029148724	13613	C	Reyranella sp. (taxid 1929291)	13613	1929291	Reyranella
NODE_176_length_13563_cov_91.326857	0.6672	66.72	201.362	2.30612896301105	13563	C	Reyranella sp. (taxid 1929291)	13563	1929291	Reyranella
NODE_177_length_13561_cov_148.338179	0.6727	67.27	319.7899	2.50622068616038	13561	C	Reyranella sp. (taxid 1929291)	13561	1929291	Reyranella
NODE_178_length_13536_cov_84.418605	0.6653	66.53	190.5343	2.2822465588103	13536	C	Reyranella sp. (taxid 1929291)	13536	1929291	Reyranella
NODE_179_length_13362_cov_94.438540	0.6733	67.33	198.8178	2.30063417306639	13362	C	Reyranella sp. (taxid 1929291)	13362	1929291	Reyranella
NODE_180_length_13318_cov_106.990786	0.6276	62.76	229.0818	2.36188226633409	13318	C	Bradyrhizobium sp. CCBAU 53421 (taxid 1325120)	13318	1325120	Other classified
NODE_181_length_13267_cov_85.359212	0.6668	66.68	183.5265	2.26605874435598	13267	C	Reyranella sp. (taxid 1929291)	13267	1929291	Reyranella
NODE_182_length_13251_cov_86.688250	0.6703	67.03	185.8757	2.27155283245415	13251	C	Reyranella sp. (taxid 1929291)	13251	1929291	Reyranella
NODE_183_length_13179_cov_71.670814	0.6692	66.92	165.9303	2.22253517387789	13179	C	Reyranella sp. (taxid 1929291)	13179	1929291	Reyranella
NODE_184_length_13178_cov_110.935654	0.6706	67.06	236.7576	2.3761344081975	13178	C	Reyranella sp. (taxid 1929291)	13178	1929291	Reyranella
NODE_185_length_13072_cov_75.331589	0.6696	66.96	164.2797	2.2182195158862	13072	C	Reyranella sp. (taxid 1929291)	13072	1929291	Reyranella
NODE_186_length_13053_cov_85.747688	0.6736	67.36	185.7031	2.27115152899202	13053	C	Reyranella sp. (taxid 1929291)	13053	1929291	Reyranella
NODE_187_length_13052_cov_83.041618	0.6624	66.24	184.8706	2.26921070086646	13052	C	Reyranella sp. (taxid 1929291)	13052	1929291	Reyranella
NODE_188_length_13041_cov_109.280623	0.5087	50.87	225.8192	2.35567981433516	13041	C	Alteromonas sp. 4B03 (taxid 2603817)	13041	2603817	Other classified
NODE_189_length_13024_cov_73.295281	0.6844	68.44	160.0419	2.20693888579173	13024	C	Reyranella sp. (taxid 1929291)	13024	1929291	Reyranella
NODE_190_length_13014_cov_108.058669	0.6687	66.87	216.7422	2.3379426065838	13014	C	Reyranella sp. (taxid 1929291)	13014	1929291	Reyranella
NODE_191_length_12968_cov_91.677760	0.6602	66.02	194.7615	2.29172728408805	12968	C	Reyranella sp. (taxid 1929291)	12968	1929291	Reyranella
NODE_192_length_12927_cov_86.594241	0.6673	66.73	190.5417	2.28226333761746	12927	C	Reyranella sp. (taxid 1929291)	12927	1929291	Reyranella
NODE_193_length_12885_cov_4893.665443	0.4372	43.72	7695.36	3.88628537378507	12885	C	Bacillus paralicheniformis (taxid 1648923)	12885	1648923	Bacillus
NODE_194_length_12870_cov_83.158602	0.6662	66.62	176.6268	2.24950849192698	12870	C	Reyranella sp. (taxid 1929291)	12870	1929291	Reyranella
NODE_195_length_12809_cov_99.382579	0.6337	63.37	209.5886	2.32343485739506	12809	C	Reyranella sp. (taxid 1929291)	12809	1929291	Reyranella
NODE_196_length_12767_cov_5656.605043	0.5163	51.63	7784.3112	3.89127597717922	12767	C	Bacillus paralicheniformis (taxid 1648923)	12767	1648923	Bacillus
NODE_197_length_12698_cov_90.718010	0.6622	66.22	205.2835	2.3144644914461	12698	C	Reyranella sp. (taxid 1929291)	12698	1929291	Reyranella
NODE_198_length_12691_cov_82.944902	0.6499	64.99	185.1118	2.26977390946835	12691	C	Reyranella sp. (taxid 1929291)	12691	1929291	Reyranella
NODE_199_length_12616_cov_91.963633	0.6585	65.85	204.1022	2.31197031879224	12616	C	Reyranella sp. (taxid 1929291)	12616	1929291	Reyranella
NODE_200_length_12598_cov_2773.333839	0.47	47	5721.6182	3.75759477174022	12598	C	Bacillus paralicheniformis (taxid 1648923)	12598	1648923	Bacillus
NODE_201_length_12570_cov_81.863043	0.6336	63.36	171.4128	2.23656950489364	12570	C	Bradyrhizobium sp. CCBAU 53351 (taxid 1325114)	12570	1325114	Other classified
NODE_202_length_12498_cov_2257.881733	0.4782	47.82	4654.7513	3.66798977320489	12498	C	Bacillus paralicheniformis (taxid 1648923)	12498	1648923	Bacillus
NODE_203_length_12491_cov_81.511197	0.6712	67.12	174.5833	2.24448320711254	12491	C	Reyranella sp. (taxid 1929291)	12491	1929291	Reyranella
NODE_204_length_12489_cov_79.599420	0.6762	67.62	167.1075	2.22558708962004	12489	C	Reyranella sp. (taxid 1929291)	12489	1929291	Reyranella
NODE_205_length_12477_cov_100.854597	0.6412	64.12	212.4737	2.32934437749482	12477	C	Reyranella sp. (taxid 1929291)	12477	1929291	Reyranella
NODE_206_length_12473_cov_76.199500	0.6682	66.82	162.0593	2.21234557360196	12473	C	Reyranella sp. (taxid 1929291)	12473	1929291	Reyranella
NODE_207_length_12435_cov_94.905324	0.6584	65.84	201.1901	2.305759887058	12435	C	Bradyrhizobium sp. STM 3562 (taxid 578924)	12435	578924	Other classified
NODE_208_length_12411_cov_2576.518891	0.4477	44.77	5315.3264	3.72561163693722	12411	C	Bacillus paralicheniformis (taxid 1648923)	12411	1648923	Bacillus
NODE_209_length_12409_cov_91.203536	0.6545	65.45	198.3813	2.2996844233455	12409	C	Reyranella sp. (taxid 1929291)	12409	1929291	Reyranella
NODE_210_length_12382_cov_107.221617	0.6345	63.45	235.3886	2.37362652856931	12382	C	Reyranella sp. (taxid 1929291)	12382	1929291	Reyranella
NODE_211_length_12300_cov_82.727481	0.678	67.8	180.5867	2.25908403621075	12300	C	Reyranella sp. (taxid 1929291)	12300	1929291	Reyranella
NODE_212_length_12220_cov_3494.189657	0.4556	45.56	6967.481	3.84313812024819	12220	C	Bacillus paralicheniformis (taxid 1648923)	12220	1648923	Bacillus
NODE_213_length_12155_cov_5625.623530	0.4245	42.45	7776.845	3.89085928410388	12155	C	Bacillus paralicheniformis (taxid 1648923)	12155	1648923	Bacillus
NODE_214_length_12039_cov_96.192108	0.6642	66.42	210.0334	2.32435119599796	12039	C	Reyranella sp. (taxid 1929291)	12039	1929291	Reyranella
NODE_215_length_12033_cov_100.938190	0.6667	66.67	217.1918	2.33883842507144	12033	C	Reyranella sp. (taxid 1929291)	12033	1929291	Reyranella
NODE_216_length_12028_cov_4939.770061	0.4667	46.67	7715.4986	3.88742028172881	12028	C	Bacillus paralicheniformis (taxid 1648923)	12028	1648923	Bacillus
NODE_217_length_11949_cov_88.667706	0.6669	66.69	192.1741	2.28594889753959	11949	C	Reyranella sp. (taxid 1929291)	11949	1929291	Reyranella
NODE_218_length_11911_cov_75.632500	0.4866	48.66	156.1287	2.19625551739673	11911	C	Stappiaceae (taxid 2821832)	11911	2821832	Other classified
NODE_219_length_11910_cov_98.997972	0.516	51.6	203.9882	2.31172886192218	11910	C	Ruthenibacterium lactatiformans (taxid 1550024)	11910	1550024	Other classified
NODE_220_length_11897_cov_93.771404	0.669	66.9	203.4058	2.31049321471247	11897	C	Reyranella sp. (taxid 1929291)	11897	1929291	Reyranella
NODE_221_length_11848_cov_73.654065	0.6453	64.53	162.8489	2.21444353009109	11848	C	Enhydrobacter sp. (taxid 1894999)	11848	1894999	Other classified
NODE_222_length_11826_cov_87.801770	0.6788	67.88	191.887	2.28530295849657	11826	C	Reyranella sp. (taxid 1929291)	11826	1929291	Reyranella
NODE_223_length_11820_cov_2.299072	0.4884	48.84	6.2704	0.861558305358887	11820	C	Vibrio vulnificus Env1 (taxid 1246305)	11820	1246305	Vibrio
NODE_224_length_11793_cov_81.644162	0.6698	66.98	175.2896	2.24622669235697	11793	C	Reyranella sp. (taxid 1929291)	11793	1929291	Reyranella
NODE_225_length_11770_cov_4009.864962	0.4704	47.04	7407.0619	3.86970460255024	11770	C	Bacillus paralicheniformis (taxid 1648923)	11770	1648923	Bacillus
NODE_226_length_11705_cov_6434.483402	0.4601	46.01	7826.7035	3.89363436696647	11705	C	Bacillus paralicheniformis (taxid 1648923)	11705	1648923	Bacillus
NODE_227_length_11704_cov_94.965941	0.6398	63.98	198.1193	2.29911335684947	11704	C	Reyranella sp. (taxid 1929291)	11704	1929291	Reyranella
NODE_228_length_11700_cov_92.320829	0.6697	66.97	195.7313	2.29387346177937	11700	C	Reyranella sp. (taxid 1929291)	11700	1929291	Reyranella
NODE_229_length_11667_cov_75.180069	0.6632	66.32	161.4998	2.21085283079828	11667	C	Reyranella sp. (taxid 1929291)	11667	1929291	Reyranella
NODE_230_length_11630_cov_4653.462304	0.4585	45.85	7573.3592	3.87934589688711	11630	C	Bacillus paralicheniformis (taxid 1648923)	11630	1648923	Bacillus
NODE_231_length_11586_cov_80.083500	0.6699	66.99	167.5359	2.22669242456188	11586	C	Reyranella sp. (taxid 1929291)	11586	1929291	Reyranella
NODE_232_length_11574_cov_71.690180	0.6686	66.86	157.7661	2.20075777671438	11574	C	Reyranella sp. (taxid 1929291)	11574	1929291	Reyranella
NODE_233_length_11571_cov_87.793196	0.6642	66.42	183.3601	2.26566693502113	11571	C	Reyranella sp. (taxid 1929291)	11571	1929291	Reyranella
NODE_234_length_11556_cov_105.041990	0.67	67	222.1346	2.34856691866563	11556	C	Reyranella sp. (taxid 1929291)	11556	1929291	Reyranella
NODE_235_length_11535_cov_83.129255	0.6758	67.58	177.9929	2.25283580443254	11535	C	Reyranella sp. (taxid 1929291)	11535	1929291	Reyranella
NODE_236_length_11520_cov_87.274054	0.6734	67.34	193.0655	2.2879483355359	11520	C	Reyranella sp. (taxid 1929291)	11520	1929291	Reyranella
NODE_237_length_11515_cov_90.619601	0.6773	67.73	197.0338	2.29673932107321	11515	C	Reyranella sp. (taxid 1929291)	11515	1929291	Reyranella
NODE_238_length_11470_cov_5055.212411	0.4827	48.27	7723.2385	3.88785567495133	11470	C	Bacillus paralicheniformis (taxid 1648923)	11470	1648923	Bacillus
NODE_239_length_11446_cov_74.597238	0.6828	68.28	172.6029	2.23955697569922	11446	C	Reyranella sp. (taxid 1929291)	11446	1929291	Reyranella
NODE_240_length_11417_cov_79.580600	0.6686	66.86	181.3376	2.26087623414453	11417	C	Reyranella sp. (taxid 1929291)	11417	1929291	Reyranella
NODE_241_length_11412_cov_6013.017468	0.4894	48.94	7813.9872	3.89292827103417	11412	C	Bacillus paralicheniformis (taxid 1648923)	11412	1648923	Bacillus
NODE_242_length_11397_cov_92.262809	0.6629	66.29	197.4596	2.29767211168957	11397	C	Reyranella sp. (taxid 1929291)	11397	1929291	Reyranella
NODE_243_length_11334_cov_92.910633	0.6725	67.25	197.4699	2.2976946508718	11334	C	Reyranella sp. (taxid 1929291)	11334	1929291	Reyranella
NODE_244_length_11314_cov_4357.069414	0.4156	41.56	7568.2378	3.87905214952387	11314	C	Bacillus paralicheniformis (taxid 1648923)	11314	1648923	Bacillus
NODE_245_length_11265_cov_79.142117	0.6658	66.58	171.1853	2.23599607161594	11265	C	Reyranella sp. (taxid 1929291)	11265	1929291	Reyranella
NODE_246_length_11260_cov_77.490208	0.6652	66.52	165.0181	2.22015543925452	11260	C	Reyranella sp. (taxid 1929291)	11260	1929291	Reyranella
NODE_247_length_11212_cov_105.272654	0.6587	65.87	231.5976	2.36660522925686	11212	C	Reyranella sp. (taxid 1929291)	11212	1929291	Reyranella
NODE_248_length_11191_cov_96.339302	0.6704	67.04	210.6942	2.32570895937746	11191	C	Reyranella sp. (taxid 1929291)	11191	1929291	Reyranella
NODE_249_length_11184_cov_83.228415	0.6746	67.46	174.6771	2.24471515368762	11184	C	Reyranella sp. (taxid 1929291)	11184	1929291	Reyranella
NODE_250_length_11184_cov_2.743495	0.4897	48.97	7.7321	0.941118700605529	11184	C	Vibrio vulnificus MO6-24/O (taxid 914127)	11184	914127	Vibrio
NODE_251_length_11163_cov_94.604456	0.6789	67.89	206.8001	2.31764575221749	11163	C	Reyranella sp. (taxid 1929291)	11163	1929291	Reyranella
NODE_252_length_11160_cov_72.805107	0.678	67.8	161.4869	2.21081835308692	11160	C	Reyranella sp. (taxid 1929291)	11160	1929291	Reyranella
NODE_253_length_11158_cov_3194.721505	0.4487	44.87	6492.3191	3.81246674585195	11158	C	Bacillus paralicheniformis (taxid 1648923)	11158	1648923	Bacillus
NODE_254_length_11130_cov_87.725052	0.6518	65.18	185.1826	2.26993909083927	11130	C	Bradyrhizobium sp. ORS 86 (taxid 1685970)	11130	1685970	Other classified
NODE_255_length_11119_cov_74.323764	0.67	67	161.7789	2.21159810935261	11119	C	Reyranella sp. (taxid 1929291)	11119	1929291	Reyranella
NODE_256_length_11102_cov_98.144127	0.5557	55.57	202.6596	2.30890488645129	11102	C	Bradyrhizobium erythrophlei (taxid 1437360)	11102	1437360	Other classified
NODE_257_length_11099_cov_89.080748	0.681	68.1	190.2608	2.28162596799808	11099	C	Reyranella sp. (taxid 1929291)	11099	1929291	Reyranella
NODE_258_length_11074_cov_79.831318	0.6698	66.98	171.4692	2.23671154889129	11074	C	Reyranella sp. (taxid 1929291)	11074	1929291	Reyranella
NODE_259_length_11068_cov_88.475935	0.6267	62.67	183.1873	2.26525968161507	11068	C	Reyranella sp. (taxid 1929291)	11068	1929291	Reyranella
NODE_260_length_11048_cov_66.696746	0.6766	67.66	154.9045	2.19285865076911	11048	C	Reyranella sp. (taxid 1929291)	11048	1929291	Reyranella
NODE_261_length_11036_cov_98.064513	0.6561	65.61	208.028	2.32020446520677	11036	C	Reyranella sp. (taxid 1929291)	11036	1929291	Reyranella
NODE_262_length_11027_cov_6078.095160	0.462	46.2	7807.6752	3.89257735882821	11027	C	Bacillus paralicheniformis (taxid 1648923)	11027	1648923	Bacillus
NODE_263_length_11006_cov_4316.839784	0.4816	48.16	7580.5092	3.87975566631688	11006	C	Bacillus paralicheniformis (taxid 1648923)	11006	1648923	Bacillus
NODE_264_length_10990_cov_91.089343	0.6281	62.81	190.3368	2.28179850635722	10990	C	Bradyrhizobium commune (taxid 83627)	10990	83627	Other classified
NODE_265_length_10987_cov_88.024656	0.6659	66.59	190.1612	2.28139974810813	10987	C	Reyranella sp. (taxid 1929291)	10987	1929291	Reyranella
NODE_266_length_10966_cov_85.902930	0.6575	65.75	182.1984	2.26292167635036	10966	C	Reyranella sp. (taxid 1929291)	10966	1929291	Reyranella
NODE_267_length_10960_cov_94.623358	0.6651	66.51	208.4322	2.32104345483675	10960	C	Reyranella sp. (taxid 1929291)	10960	1929291	Reyranella
NODE_268_length_10876_cov_72.356051	0.6865	68.65	161.1647	2.20995632297211	10876	C	Reyranella sp. (taxid 1929291)	10876	1929291	Reyranella
NODE_269_length_10869_cov_4.083766	0.455	45.5	11.3328	1.09106168863934	10869	C	Vibrio vulnificus (taxid 672)	10869	672	Vibrio
NODE_270_length_10844_cov_88.928578	0.6736	67.36	195.1611	2.29261288821042	10844	C	Reyranella sp. (taxid 1929291)	10844	1929291	Reyranella
NODE_271_length_10808_cov_87.613177	0.6805	68.05	195.7175	2.29384299649975	10808	C	Reyranella sp. (taxid 1929291)	10808	1929291	Reyranella
NODE_272_length_10753_cov_5734.668321	0.4638	46.38	7789.2809	3.89155311763669	10753	C	Bacillus paralicheniformis (taxid 1648923)	10753	1648923	Bacillus
NODE_273_length_10734_cov_83.343999	0.6638	66.38	191.9904	2.28553570625793	10734	C	Reyranella sp. (taxid 1929291)	10734	1929291	Reyranella
NODE_274_length_10729_cov_98.669827	0.6326	63.26	204.5763	2.31297304528188	10729	C	Reyranella sp. (taxid 1929291)	10729	1929291	Reyranella
NODE_275_length_10725_cov_102.031461	0.6601	66.01	217.4442	2.33934051807083	10725	C	Reyranella sp. (taxid 1929291)	10725	1929291	Reyranella
NODE_276_length_10718_cov_89.384080	0.6658	66.58	188.7462	2.27817308714693	10718	C	Reyranella sp. (taxid 1929291)	10718	1929291	Reyranella
NODE_277_length_10695_cov_85.115653	0.6587	65.87	178.6179	2.25434961453539	10695	C	Reyranella sp. (taxid 1929291)	10695	1929291	Reyranella
NODE_278_length_10651_cov_82.383582	0.6687	66.87	177.3217	2.25120419576547	10651	C	Reyranella sp. (taxid 1929291)	10651	1929291	Reyranella
NODE_279_length_10620_cov_80.222517	0.6634	66.34	179.0735	2.25544980582032	10620	C	Reyranella sp. (taxid 1929291)	10620	1929291	Reyranella
NODE_280_length_10600_cov_90.591561	0.6825	68.25	200.8964	2.30512857513941	10600	C	Reyranella sp. (taxid 1929291)	10600	1929291	Reyranella
NODE_281_length_10577_cov_3981.855238	0.4661	46.61	7363.0562	3.86711709423403	10577	C	Bacillus paralicheniformis (taxid 1648923)	10577	1648923	Bacillus
NODE_282_length_10545_cov_89.012323	0.4849	48.49	184.3286	2.26794244502715	10545	C	Glutamicibacter uratoxydans (taxid 43667)	10545	43667	Other classified
NODE_283_length_10544_cov_93.762205	0.679	67.9	202.2667	2.30806623652886	10544	C	Reyranella sp. (taxid 1929291)	10544	1929291	Reyranella
NODE_284_length_10512_cov_5954.989746	0.4468	44.68	7800.6228	3.89218494881624	10512	C	Bacillus paralicheniformis (taxid 1648923)	10512	1648923	Bacillus
NODE_285_length_10499_cov_84.410670	0.6688	66.88	182.3906	2.26337707139533	10499	C	Reyranella sp. (taxid 1929291)	10499	1929291	Reyranella
NODE_286_length_10493_cov_101.149962	0.6787	67.87	218.94	2.34230422071821	10493	C	Reyranella sp. (taxid 1929291)	10493	1929291	Reyranella
NODE_287_length_10489_cov_84.484537	0.6653	66.53	181.0437	2.26017565386827	10489	C	Reyranella sp. (taxid 1929291)	10489	1929291	Reyranella
NODE_288_length_10403_cov_3.845826	0.4764	47.64	9.787	1.03290067873268	10403	C	Vibrio vulnificus (taxid 672)	10403	672	Vibrio
NODE_289_length_10385_cov_76.244858	0.6732	67.32	166.4643	2.22392223844457	10385	C	Reyranella sp. (taxid 1929291)	10385	1929291	Reyranella
NODE_290_length_10382_cov_100.921106	0.6554	65.54	217.733	2.33991430949737	10382	C	Reyranella sp. (taxid 1929291)	10382	1929291	Reyranella
NODE_291_length_10381_cov_2924.392663	0.471	47.1	6004.3888	3.77854112967872	10381	C	Bacillus paralicheniformis (taxid 1648923)	10381	1648923	Bacillus
NODE_292_length_10360_cov_90.713508	0.6643	66.43	200.7126	2.30473302731321	10360	C	Reyranella sp. (taxid 1929291)	10360	1929291	Reyranella
NODE_293_length_10338_cov_4680.121041	0.4384	43.84	7666.2173	3.88463777196284	10338	C	Bacillus paralicheniformis (taxid 1648923)	10338	1648923	Bacillus
NODE_294_length_10328_cov_87.464150	0.6655	66.55	188.2701	2.27708201158323	10328	C	Reyranella sp. (taxid 1929291)	10328	1929291	Reyranella
NODE_295_length_10279_cov_76.153009	0.6691	66.91	170.2729	2.23368865128117	10279	C	Reyranella sp. (taxid 1929291)	10279	1929291	Reyranella
NODE_296_length_10243_cov_2.468031	0.4711	47.11	6.5775	0.87952594503966	10243	C	Vibrio vulnificus (taxid 672)	10243	672	Vibrio
NODE_297_length_10212_cov_78.550567	0.6631	66.31	167.4843	2.22655943790149	10212	C	Reyranella sp. (taxid 1929291)	10212	1929291	Reyranella
NODE_298_length_10174_cov_4844.430920	0.493	49.3	7675.5447	3.88516578313109	10174	C	Bacillus paralicheniformis (taxid 1648923)	10174	1648923	Bacillus
NODE_299_length_10161_cov_94.434252	0.6504	65.04	203.317	2.31030450319161	10161	C	Reyranella sp. (taxid 1929291)	10161	1929291	Reyranella
NODE_300_length_10138_cov_5397.030812	0.4843	48.43	7751.1788	3.88942378093614	10138	C	Bacillus paralicheniformis (taxid 1648923)	10138	1648923	Bacillus
NODE_301_length_10108_cov_99.898116	0.6708	67.08	217.7372	2.33992264851943	10108	C	Reyranella sp. (taxid 1929291)	10108	1929291	Reyranella
NODE_302_length_10085_cov_112.034772	0.6561	65.61	242.8633	2.38714644645248	10085	C	Reyranella sp. (taxid 1929291)	10085	1929291	Reyranella
NODE_303_length_10070_cov_77.371960	0.6572	65.72	163.9091	2.21724462150711	10070	C	Reyranella sp. (taxid 1929291)	10070	1929291	Reyranella
NODE_304_length_10060_cov_2.418311	0.4751	47.51	5.9878	0.844340466411154	10060	C	Vibrio vulnificus (taxid 672)	10060	672	Vibrio
NODE_305_length_10054_cov_2.283853	0.5038	50.38	6.832	0.893872678795081	10054	C	Vibrio vulnificus YJ016 (taxid 196600)	10054	196600	Vibrio
NODE_306_length_10051_cov_112.893924	0.6623	66.23	237.3295	2.37717780186924	10051	C	Reyranella sp. (taxid 1929291)	10051	1929291	Reyranella
NODE_307_length_10022_cov_6049.421719	0.446	44.6	7780.6438	3.8910713473576	10022	C	Bacillus paralicheniformis (taxid 1648923)	10022	1648923	Bacillus
NODE_308_length_10016_cov_109.252138	0.6642	66.42	225.4321	2.35493799435662	10016	C	Reyranella sp. (taxid 1929291)	10016	1929291	Reyranella
NODE_309_length_10013_cov_4226.893820	0.5064	50.64	7573.5196	3.87935509371756	10013	C	Bacillus paralicheniformis (taxid 1648923)	10013	1648923	Bacillus
NODE_310_length_10007_cov_82.578852	0.669	66.9	175.5457	2.24685714422132	10007	C	Reyranella sp. (taxid 1929291)	10007	1929291	Reyranella
NODE_311_length_9984_cov_77.453316	0.6669	66.69	164.2758	2.21820926799452	9984	C	unclassified Bradyrhizobium (taxid 2631580)	9984	2631580	Unclassified
NODE_312_length_9973_cov_103.237268	0.6069	60.69	215.3206	2.33509787884886	9973	C	Bradyrhizobium erythrophlei (taxid 1437360)	9973	1437360	Other classified
